alpha,beta,I,centrality
0.0,0.0,1.0,degree
0.13333333333333333,0.0,1.0,degree
0.26666666666666666,0.0,1.0,degree
0.4,0.0,1.0,degree
0.5333333333333333,0.0,1.0,degree
0.6666666666666666,0.0,1.0,degree
0.8,0.0,1.0,degree
0.9333333333333333,0.0,1.0,degree
1.0666666666666667,0.0,0.9976846792147337,degree
1.2,0.0,0.996810362274843,degree
0.0,0.2222222222222222,1.0,degree
0.13333333333333333,0.2222222222222222,1.0,degree
0.26666666666666666,0.2222222222222222,1.0,degree
0.4,0.2222222222222222,1.0,degree
0.5333333333333333,0.2222222222222222,1.0,degree
0.6666666666666666,0.2222222222222222,0.9999838089455576,degree
0.8,0.2222222222222222,0.9993928354584091,degree
0.9333333333333333,0.2222222222222222,0.9978061121230521,degree
1.0666666666666667,0.2222222222222222,0.9957255616272012,degree
1.2,0.2222222222222222,0.9912001619105443,degree
0.0,0.4444444444444444,1.0,degree
0.13333333333333333,0.4444444444444444,1.0,degree
0.26666666666666666,0.4444444444444444,1.0,degree
0.4,0.4444444444444444,1.0,degree
0.5333333333333333,0.4444444444444444,0.9998866626189031,degree
0.6666666666666666,0.4444444444444444,0.9988585306618094,degree
0.8,0.4444444444444444,0.9971746609997975,degree
0.9333333333333333,0.4444444444444444,0.9933859542602711,degree
1.0666666666666667,0.4444444444444444,0.9862861768872697,degree
1.2,0.4444444444444444,0.978174458611617,degree
0.0,0.6666666666666666,1.0,degree
0.13333333333333333,0.6666666666666666,1.0,degree
0.26666666666666666,0.6666666666666666,0.9999757134183364,degree
0.4,0.6666666666666666,0.9997166565472575,degree
0.5333333333333333,0.6666666666666666,0.9984132766646429,degree
0.6666666666666666,0.6666666666666666,0.9951588747217163,degree
0.8,0.6666666666666666,0.9888443634891724,degree
0.9333333333333333,0.6666666666666666,0.9772434729811779,degree
1.0666666666666667,0.6666666666666666,0.9558469945355194,degree
1.2,0.6666666666666666,0.924233960736693,degree
0.0,0.8888888888888888,1.0,degree
0.13333333333333333,0.8888888888888888,1.0,degree
0.26666666666666666,0.8888888888888888,0.9995952236389393,degree
0.4,0.8888888888888888,0.9979194495041489,degree
0.5333333333333333,0.8888888888888888,0.9905201376239627,degree
0.6666666666666666,0.8888888888888888,0.9657802064359444,degree
0.8,0.8888888888888888,0.5614814814814815,degree
0.9333333333333333,0.8888888888888888,0.10996964177292043,degree
1.0666666666666667,0.8888888888888888,0.13850637522768663,degree
1.2,0.8888888888888888,0.009965594009309853,degree
0.0,1.1111111111111112,0.999959522363894,degree
0.13333333333333333,1.1111111111111112,0.9917911353976929,degree
0.26666666666666666,1.1111111111111112,0.9755029346286177,degree
0.4,1.1111111111111112,0.7811940902651289,degree
0.5333333333333333,1.1111111111111112,0.24842744383727988,degree
0.6666666666666666,1.1111111111111112,0.042193887876947986,degree
0.8,1.1111111111111112,0.06044120623355598,degree
0.9333333333333333,1.1111111111111112,0.009957498482088642,degree
1.0666666666666667,1.1111111111111112,0.00991702084598259,degree
1.2,1.1111111111111112,0.00991702084598259,degree
0.0,1.3333333333333333,0.9697874924104434,degree
0.13333333333333333,1.3333333333333333,0.7973122849625583,degree
0.26666666666666666,1.3333333333333333,0.18331511839708564,degree
0.4,1.3333333333333333,0.010435134588140048,degree
0.5333333333333333,1.3333333333333333,0.010054644808743168,degree
0.6666666666666666,1.3333333333333333,0.009957498482088642,degree
0.8,1.3333333333333333,0.00991702084598259,degree
0.9333333333333333,1.3333333333333333,0.009933211900425011,degree
1.0666666666666667,1.3333333333333333,0.009957498482088644,degree
1.2,1.3333333333333333,0.009925116373203802,degree
0.0,1.5555555555555554,0.38469135802469134,degree
0.13333333333333333,1.5555555555555554,0.013519530459421171,degree
0.26666666666666666,1.5555555555555554,0.010904675166970247,degree
0.4,1.5555555555555554,0.010224650880388583,degree
0.5333333333333333,1.5555555555555554,0.009933211900425011,degree
0.6666666666666666,1.5555555555555554,0.0099251163732038,degree
0.8,1.5555555555555554,0.009981785063752274,degree
0.9333333333333333,1.5555555555555554,0.0099251163732038,degree
1.0666666666666667,1.5555555555555554,0.009933211900425011,degree
1.2,1.5555555555555554,0.00991702084598259,degree
0.0,1.7777777777777777,0.012596640356203196,degree
0.13333333333333333,1.7777777777777777,0.011479457599676179,degree
0.26666666666666666,1.7777777777777777,0.010200364298724951,degree
0.4,1.7777777777777777,0.010006071645415907,degree
0.5333333333333333,1.7777777777777777,0.009957498482088642,degree
0.6666666666666666,1.7777777777777777,0.009933211900425011,degree
0.8,1.7777777777777777,0.00991702084598259,degree
0.9333333333333333,1.7777777777777777,0.0099251163732038,degree
1.0666666666666667,1.7777777777777777,0.00991702084598259,degree
1.2,1.7777777777777777,0.009933211900425011,degree
0.0,2.0,0.012062335559603319,degree
0.13333333333333333,2.0,0.010993725966403562,degree
0.26666666666666666,2.0,0.010224650880388583,degree
0.4,2.0,0.009997976118194692,degree
0.5333333333333333,2.0,0.009949402954867431,degree
0.6666666666666666,2.0,0.00991702084598259,degree
0.8,2.0,0.009957498482088642,degree
0.9333333333333333,2.0,0.00991702084598259,degree
1.0666666666666667,2.0,0.00991702084598259,degree
1.2,2.0,0.00991702084598259,degree
0.0,0.0,1.0,betweenness
0.13333333333333333,0.0,1.0,betweenness
0.26666666666666666,0.0,1.0,betweenness
0.4,0.0,1.0,betweenness
0.5333333333333333,0.0,1.0,betweenness
0.6666666666666666,0.0,1.0,betweenness
0.8,0.0,1.0,betweenness
0.9333333333333333,0.0,1.0,betweenness
1.0666666666666667,0.0,1.0,betweenness
1.2,0.0,1.0,betweenness
0.0,0.2222222222222222,0.8558672333535725,betweenness
0.13333333333333333,0.2222222222222222,0.8556972272819269,betweenness
0.26666666666666666,0.2222222222222222,0.8554624569925116,betweenness
0.4,0.2222222222222222,0.854474802671524,betweenness
0.5333333333333333,0.2222222222222222,0.8549200566686905,betweenness
0.6666666666666666,0.2222222222222222,0.8568629832017811,betweenness
0.8,0.2222222222222222,0.8554543614652905,betweenness
0.9333333333333333,0.2222222222222222,0.8552762598664237,betweenness
1.0666666666666667,0.2222222222222222,0.8556729407002632,betweenness
1.2,0.2222222222222222,0.8550576806314513,betweenness
0.0,0.4444444444444444,0.8564177292046145,betweenness
0.13333333333333333,0.4444444444444444,0.8551953045942117,betweenness
0.26666666666666666,0.4444444444444444,0.8547419550698239,betweenness
0.4,0.4444444444444444,0.8555029346286176,betweenness
0.5333333333333333,0.4444444444444444,0.8555191256830601,betweenness
0.6666666666666666,0.4444444444444444,0.8556324630641571,betweenness
0.8,0.4444444444444444,0.8560048573163327,betweenness
0.9333333333333333,0.4444444444444444,0.8559886662618901,betweenness
1.0666666666666667,0.4444444444444444,0.8557215138635903,betweenness
1.2,0.4444444444444444,0.855122444849221,betweenness
0.0,0.6666666666666666,0.8557215138635904,betweenness
0.13333333333333333,0.6666666666666666,0.8548795790325844,betweenness
0.26666666666666666,0.6666666666666666,0.8558510422991297,betweenness
0.4,0.6666666666666666,0.8552195911758754,betweenness
0.5333333333333333,0.6666666666666666,0.8560534304796599,betweenness
0.6666666666666666,0.6666666666666666,0.8557781825541391,betweenness
0.8,0.6666666666666666,0.854669095324833,betweenness
0.9333333333333333,0.6666666666666666,0.8553653106658572,betweenness
1.0666666666666667,0.6666666666666666,0.855138635903663,betweenness
1.2,0.6666666666666666,0.8555029346286176,betweenness
0.0,0.8888888888888888,0.8549848208864603,betweenness
0.13333333333333333,0.8888888888888888,0.8547824327059298,betweenness
0.26666666666666666,0.8888888888888888,0.8554624569925116,betweenness
0.4,0.8888888888888888,0.8559967617891115,betweenness
0.5333333333333333,0.8888888888888888,0.8545962355798422,betweenness
0.6666666666666666,0.8888888888888888,0.8561586723335356,betweenness
0.8,0.8888888888888888,0.8547581461242665,betweenness
0.9333333333333333,0.8888888888888888,0.8551872090669908,betweenness
1.0666666666666667,0.8888888888888888,0.8553572151386358,betweenness
1.2,0.8888888888888888,0.8543614652904271,betweenness
0.0,1.1111111111111112,0.010103217972070429,betweenness
0.13333333333333333,1.1111111111111112,0.009989880590973482,betweenness
0.26666666666666666,1.1111111111111112,0.00994130742764622,betweenness
0.4,1.1111111111111112,0.00991702084598259,betweenness
0.5333333333333333,1.1111111111111112,0.010006071645415903,betweenness
0.6666666666666666,1.1111111111111112,0.009933211900425011,betweenness
0.8,1.1111111111111112,0.00991702084598259,betweenness
0.9333333333333333,1.1111111111111112,0.009941307427646222,betweenness
1.0666666666666667,1.1111111111111112,0.00991702084598259,betweenness
1.2,1.1111111111111112,0.009941307427646222,betweenness
0.0,1.3333333333333333,0.010054644808743168,betweenness
0.13333333333333333,1.3333333333333333,0.010006071645415907,betweenness
0.26666666666666666,1.3333333333333333,0.009933211900425011,betweenness
